geoid,name,state,pop,zone,zoneName,zonePlaces,zoneRank,zonePercentile,structuralZoneRank,mechanismScore,structuralScore,historicalPersistenceScore,valuationGap,confidence,flowContradiction,tags
1844658,Logansport city,IN,17766,147,"Logansport, IN",15,1,,2,0.777,-0.148,0.52,-0.001,high,1,
1859328,Peru city,IN,10835,147,"Logansport, IN",15,2,,11,-0.105,-0.656,-0.624,-0.22,high,0,
2871480,Summit town,MS,2684,278,"McComb, MS",17,1,,2,0.534,-0.683,-0.256,-0.991,high,0,
2844680,Magnolia city,MS,3264,278,"McComb, MS",17,2,,7,0.191,-1.002,-0.338,-0.383,high,0,
2843280,McComb city,MS,12202,278,"McComb, MS",17,3,,3,-0.472,-0.742,-0.332,0.163,high,0,
4666700,Vermillion city,SD,11800,333,"Yankton, SD",19,1,,1,0.823,0.838,-0.913,0.231,high,0,Knowledge Center; Regional Service Center
4673060,Yankton city,SD,15501,333,"Yankton, SD",19,2,,3,0.217,-0.327,-0.703,-0.452,high,0,
1653920,Montpelier city,ID,2681,111,"Evanston, WY",32,1,,17,0.184,-0.845,0.292,-1.697,high,0,
5625620,Evanston city,WY,11803,111,"Evanston, WY",32,2,,19,-0.224,-0.885,-0.042,-0.963,high,0,
1675195,Soda Springs city,ID,3150,111,"Evanston, WY",32,3,,23,-0.268,-1.41,0.404,-2.553,high,0,
0510720,Camden city,AR,10427,25,"El Dorado, AR",17,1,,3,0.811,-0.586,0.261,0.514,high,1,Amenity Destination
0524220,Fordyce city,AR,3320,25,"El Dorado, AR",17,2,,6,0.564,-0.704,0.561,0.154,high,1,Amenity Destination
0521070,El Dorado city,AR,17382,25,"El Dorado, AR",17,3,,4,0.336,-0.657,0.033,-0.173,high,0,
5645050,Laramie city,WY,31848,63,"Laramie, WY",11,1,,2,0.803,0.881,-0.556,-0.433,high,0,Knowledge Center; Regional Service Center
2902674,Ava city,MO,2978,298,"West Plains, MO",18,1,,1,0.431,-0.415,-0.779,-0.954,high,0,
2978928,West Plains city,MO,12341,298,"West Plains, MO",18,2,,2,0.256,-0.429,-0.022,-1.194,high,0,
2942464,Licking city,MO,2816,298,"West Plains, MO",18,3,,9,-1.201,-1.118,0.249,-1.921,medium,0,
4800160,Abernathy city,TX,3108,488,"Plainview, TX",13,1,,2,0.824,-0.309,-0.807,0.765,high,0,
4857980,Plainview city,TX,19893,488,"Plainview, TX",13,2,,4,0.62,-0.724,0.548,0.008,high,1,
4826268,Floydada city,TX,2618,488,"Plainview, TX",13,3,,6,0.067,-1.22,-0.455,0.205,high,0,
1975630,Storm Lake city,IA,11275,163,"Storm Lake, IA",27,1,,1,0.856,-0.215,1.648,0.23,high,0,
1913080,Cherokee city,IA,5157,163,"Storm Lake, IA",27,2,,10,0.052,-0.675,-0.017,-0.22,high,0,
1974415,Spirit Lake city,IA,5469,168,"Spirit Lake, IA",21,1,,6,0.57,-0.311,-0.729,-0.677,high,0,
1974280,Spencer city,IA,11393,168,"Spirit Lake, IA",21,2,,8,0.192,-0.489,-0.493,-0.22,high,0,
1952095,Milford city,IA,3315,168,"Spirit Lake, IA",21,3,,7,-0.034,-0.478,-0.364,-0.986,high,0,
0518490,De Queen city,AR,6077,38,"De Queen, AR",22,1,,1,0.836,-0.337,2.14,-0.068,high,0,
4009100,Broken Bow city,OK,4215,38,"De Queen, AR",22,2,,16,-0.055,-1.434,0.047,-2.662,high,0,
4036300,Hugo city,OK,5184,38,"De Queen, AR",22,3,,6,-0.17,-1.122,0.682,-1.124,high,0,
1966135,Red Oak city,IA,5542,156,"Creston, IA",24,1,,8,0.111,-0.691,-0.785,0.083,high,0,
1917265,Creston city,IA,7466,156,"Creston, IA",24,2,,10,0.038,-0.716,-0.51,-0.2,high,0,
1972525,Shenandoah city,IA,4913,156,"Creston, IA",24,3,,14,-0.828,-0.868,-0.733,-0.097,high,0,
3121415,Hastings city,NE,25005,324,"Hastings, NE",21,1,,2,0.779,-0.262,-0.574,0.007,high,0,
4752400,Newbern town,TN,3313,473,"Dyersburg, TN",12,1,,2,0.721,-0.28,-0.768,-0.319,high,0,
4722200,Dyersburg city,TN,16075,473,"Dyersburg, TN",12,2,,3,0.508,-0.284,-0.25,0.017,high,1,
4763340,Ripley city,TN,7718,473,"Dyersburg, TN",12,3,,12,-0.036,-1.122,-0.164,-0.873,high,0,
2680340,Traverse City city,MI,15491,243,"Traverse City--Garfield, MI",29,1,,9,0.185,0.02,-0.467,-0.963,high,0,
4600100,Aberdeen city,SD,28297,455,"Aberdeen, SD",12,1,,3,0.656,-0.736,-0.599,-0.651,high,0,
2018250,Dodge City city,KS,27652,184,"Dodge City, KS",14,1,,1,0.862,-0.527,1.132,-0.183,high,0,
0677364,Susanville city,CA,14992,49,"Susanville, CA",30,1,,21,-0.227,-0.743,1.354,-0.936,medium,0,Government Hub
2829460,Grenada city,MS,12484,281,"Greenwood, MS",12,1,,3,-0.312,-0.737,-0.366,-0.359,high,0,
2829340,Greenwood city,MS,13983,281,"Greenwood, MS",12,2,,4,-0.39,-0.787,-0.466,0.002,high,0,
2880760,Winona city,MS,4319,281,"Greenwood, MS",12,3,,10,-1.651,-1.53,0.612,-1.761,medium,0,
2031100,Hays city,KS,21078,189,"Hays, KS",13,1,,1,0.751,0.079,-0.668,-0.179,high,0,Knowledge Center
2061825,Russell city,KS,4258,189,"Hays, KS",13,2,,7,-0.599,-1.022,-0.306,0.075,high,0,
3539940,Las Vegas city,NM,13120,351,"Las Vegas, NM",23,1,,6,-0.428,-0.143,-0.092,-0.739,high,0,Regional Service Center
3579910,Tucumcari city,NM,5197,351,"Las Vegas, NM",23,2,,19,-0.479,-1.436,0.72,-0.396,high,0,
3562060,Raton city,NM,6013,351,"Las Vegas, NM",23,3,,17,-1.096,-1.415,-0.34,-0.862,high,0,
2021275,Emporia city,KS,24098,181,"Emporia, KS",16,1,,2,0.819,-0.136,-0.057,0.201,high,1,
2009400,Burlington city,KS,2615,181,"Emporia, KS",16,2,,5,-0.22,-0.663,-0.443,-0.385,high,0,
3034225,Hardin city,MT,3766,303,"Sheridan, WY",15,1,,3,0.705,-0.652,-0.311,-0.649,high,0,
5669845,Sheridan city,WY,19035,303,"Sheridan, WY",15,2,,1,0.065,-0.447,-0.19,-1.684,high,0,
5610685,Buffalo city,WY,4516,303,"Sheridan, WY",15,3,,9,-1.255,-1.082,-0.601,-2.21,high,0,
5127440,Farmville town,VA,7613,530,"Farmville, VA",20,1,,1,0.829,0.551,0.211,-0.465,medium,0,Knowledge Center
5107832,Blackstone town,VA,3341,530,"Farmville, VA",20,2,,11,0.746,-0.319,-0.234,0.033,high,1,
5120160,Crewe town,VA,2795,530,"Farmville, VA",20,3,,4,0.742,0.113,-0.705,0.643,high,0,
4815004,Cisco city,TX,3926,499,"Graham, TX",15,1,,1,0.753,-0.441,-0.187,0.217,high,0,
4830392,Graham city,TX,8758,499,"Graham, TX",15,2,,2,0.672,-0.585,0.086,-0.525,high,0,
4854000,Olney city,TX,3011,499,"Graham, TX",15,3,,7,0.218,-0.891,-0.308,-0.576,high,0,
4631060,Huron city,SD,14347,453,"Mitchell, SD",13,1,,5,0.695,-0.901,0.447,-0.601,high,0,
4643100,Mitchell city,SD,15637,453,"Mitchell, SD",13,2,,3,-0.131,-0.717,-0.3,-1.048,high,0,
1755912,Olney city,IL,8864,130,"Olney, IL",18,1,,5,-0.22,-0.695,-0.637,0.334,high,0,
1724816,Fairfield city,IL,4658,130,"Olney, IL",18,2,,1,-0.403,-0.525,-0.364,0.151,high,0,
1726454,Flora city,IL,4860,130,"Olney, IL",18,3,,4,-0.406,-0.601,-0.786,0.592,high,0,
5118352,Collinsville CDP,VA,7645,537,"Martinsville, VA",14,1,,1,0.646,0.184,-0.5,0.496,high,0,
5149784,Martinsville city,VA,13584,537,"Martinsville, VA",14,2,,4,-0.132,-0.219,0.029,0.112,high,0,
2012500,Chanute city,KS,8629,173,"Parsons, KS",17,1,,10,0.433,-0.752,-0.151,0.574,high,0,
2034300,Iola city,KS,5368,173,"Parsons, KS",17,2,,6,0.054,-0.56,-0.344,0.899,high,0,
2054675,Parsons city,KS,9482,173,"Parsons, KS",17,3,,5,-0.749,-0.558,-0.688,1.136,high,0,
2360825,Presque Isle city,ME,8736,229,"Presque Isle, ME",15,1,,6,-0.174,-0.89,-0.404,-0.425,high,0,
2333945,Houlton CDP,ME,4958,229,"Presque Isle, ME",15,2,,8,-0.645,-1.058,-0.342,-0.549,high,0,
2310565,Caribou city,ME,7427,229,"Presque Isle, ME",15,3,,12,-1.422,-1.144,-0.048,-0.721,high,0,
1803664,Batesville city,IN,6842,150,"Greensburg, IN",17,1,,6,0.507,0.084,-0.829,-0.336,high,0,
1808182,Brookville town,IN,2640,150,"Greensburg, IN",17,2,,2,0.492,0.479,-0.8,0.182,high,0,
1829718,Greensburg city,IN,11585,150,"Greensburg, IN",17,3,,11,0.297,-0.363,-0.756,-0.496,high,0,
2608300,Big Rapids city,MI,7847,255,"Cadillac, MI",20,1,,2,0.812,0.193,-0.489,-0.472,medium,1,Knowledge Center
2612320,Cadillac city,MI,10404,255,"Cadillac, MI",20,2,,12,-0.05,-0.924,-0.516,-1.287,high,0,
2667820,Reed City city,MI,2505,255,"Cadillac, MI",20,3,,13,-0.928,-0.977,-0.398,-1.025,high,0,
1323872,Douglas city,GA,11720,89,"Douglas, GA",12,1,,2,0.442,-0.693,0.423,-1.214,high,0,
1337564,Hazlehurst city,GA,4072,89,"Douglas, GA",12,2,,1,0.408,-0.683,0.777,-0.952,high,0,
1301612,Alma city,GA,3441,89,"Douglas, GA",12,3,,10,-0.332,-1.242,0.497,-1.091,high,0,
3707080,Boone town,NC,19534,373,"Boone, NC",14,1,,5,0.851,1.181,-0.334,-1.871,medium,0,Knowledge Center; Regional Service Center
4821556,Dumas city,TX,14362,357,"Dumas, TX",10,1,,2,0.79,-0.839,0.979,-0.311,high,0,
4811692,Cactus city,TX,3063,357,"Dumas, TX",10,2,,3,0.592,-0.962,3.397,-1.181,medium,0,Institutional Risk
4818524,Dalhart city,TX,7885,357,"Dumas, TX",10,3,,7,0.259,-1.166,1.134,-0.266,high,0,
3135000,North Platte city,NE,23030,326,"North Platte, NE",11,1,,3,-0.232,-1.088,-0.259,-0.955,high,0,
3135980,Ogallala city,NE,4800,326,"North Platte, NE",11,2,,8,-0.839,-1.41,-0.254,-1.39,high,0,
5644760,Lander city,WY,7565,563,"Riverton, WY",13,1,,1,0.442,-0.37,-0.345,-1.016,high,0,
5666220,Riverton city,WY,10803,563,"Riverton, WY",13,2,,2,0.342,-1.074,-0.086,-1.556,high,0,
5676515,Thermopolis town,WY,2716,563,"Riverton, WY",13,3,,3,0.232,-1.125,-0.154,-0.619,high,0,
4856912,Perryton city,TX,8625,424,"Guymon, OK",14,1,,5,0.817,-0.781,1.815,0.737,high,0,
4031750,Guymon city,OK,12596,424,"Guymon, OK",14,2,,6,0.794,-0.787,1.434,-0.239,high,0,
4869476,Spearman city,TX,2809,424,"Guymon, OK",14,3,,8,-0.569,-0.999,0.748,0.482,high,0,
4718540,Crossville city,TN,12265,472,"Crossville, TN",11,1,,4,-0.542,-0.601,-0.305,-1.566,high,0,
4001700,Altus city,OK,18670,420,"Altus, OK",13,1,,1,0.604,-0.583,0.124,0.714,high,1,Military Anchor
4046050,Mangum city,OK,2759,420,"Altus, OK",13,2,,2,-0.071,-0.843,-0.611,1.27,high,0,
4035000,Hobart city,OK,3378,420,"Altus, OK",13,3,,6,-1.413,-1.168,0.083,-0.179,high,0,
2949034,Moberly city,MO,13634,301,"Moberly, MO",14,1,,4,-0.286,-0.691,-0.462,-0.557,high,0,
2949394,Monroe City city,MO,3162,301,"Moberly, MO",14,2,,6,-0.411,-0.945,-0.59,-0.767,high,0,
2945326,Macon city,MO,5457,301,"Moberly, MO",14,3,,5,-0.654,-0.94,-0.035,-0.627,high,0,
1919945,Denison city,IA,8247,159,"Denison, IA",23,1,,1,0.839,-0.291,1.479,0.369,high,0,
1903520,Atlantic city,IA,6773,159,"Denison, IA",23,2,,9,-0.398,-0.834,-0.507,-0.166,high,0,
1934500,Harlan city,IA,4896,159,"Denison, IA",23,3,,4,-0.598,-0.58,-0.33,-0.509,high,0,
3774220,Williamston town,NC,5157,374,"Washington, NC",20,1,,4,-0.388,-0.277,0.742,0.005,high,0,
3771220,Washington city,NC,9754,374,"Washington, NC",20,2,,8,-1.215,-0.422,0.185,-1.254,high,0,
3753040,Plymouth town,NC,3264,374,"Washington, NC",20,3,,18,-2.02,-1.385,0.13,-1.212,medium,0,
4821844,Eagle Lake city,TX,3464,496,"Gonzales, TX",15,1,,2,0.68,-0.27,-0.465,0.56,high,1,
4877020,Weimar city,TX,3240,496,"Gonzales, TX",15,2,,7,0.227,-0.485,0.501,-1.173,high,0,
4830116,Gonzales city,TX,7180,496,"Gonzales, TX",15,3,,3,0.143,-0.328,1.205,-1.066,high,0,
3819620,Dickinson city,ND,25216,323,"Dickinson, ND",11,1,,3,0.565,-1.279,-0.766,-1.418,high,0,
4736580,Huntingdon town,TN,4413,466,"Paris, TN",13,1,,2,0.382,-0.171,-0.717,-0.277,high,0,
4744940,McKenzie city,TN,5706,466,"Paris, TN",13,2,,1,0.269,-0.065,-0.057,-0.711,high,0,Knowledge Center
4710560,Camden city,TN,3664,466,"Paris, TN",13,3,,3,0.132,-0.453,-0.341,-0.375,high,0,
4953560,Naples city,UT,3217,516,"Vernal, UT",13,1,,4,0.666,-1.14,-0.537,-1.27,high,0,
4964670,Roosevelt city,UT,6960,516,"Vernal, UT",13,2,,3,0.52,-0.895,-0.11,-1.316,high,0,
4947180,Maeser CDP,UT,4533,516,"Vernal, UT",13,3,,8,0.479,-1.369,-0.181,-1.843,high,0,
4140350,La Grande city,OR,13059,425,"La Grande, OR",10,1,,1,0.413,-0.39,-0.314,-1.019,high,0,
4103650,Baker City city,OR,10177,425,"La Grande, OR",10,2,,6,-0.282,-0.934,-0.371,-1.311,high,0,
0528600,Green Forest city,AR,3072,24,"Harrison, AR",14,1,,2,0.561,-0.552,1.943,-0.235,high,0,
0505560,Berryville city,AR,5715,24,"Harrison, AR",14,2,,1,0.158,-0.432,0.473,-1.332,high,0,
0530460,Harrison city,AR,13217,24,"Harrison, AR",14,3,,4,-0.604,-0.62,0.147,-1.451,high,0,
4831280,Groesbeck city,TX,3634,503,"Mexia, TX",18,1,,4,0.672,-0.127,0.182,-0.142,high,1,Government Hub
4845996,Madisonville city,TX,4510,503,"Mexia, TX",18,2,,3,0.569,-0.06,0.386,-0.46,high,0,
4872020,Teague city,TX,3443,503,"Mexia, TX",18,3,,9,0.427,-0.607,0.49,-0.622,high,0,
0132848,Hamilton city,AL,6907,12,"Hamilton city, AL",15,1,,6,-1.749,-1.227,-0.409,-0.919,high,0,
0182992,Winfield city,AL,4982,12,"Hamilton city, AL",15,2,,2,-1.85,-1.043,-0.617,-0.227,high,0,
0125840,Fayette city,AL,4221,12,"Hamilton city, AL",15,3,,3,-2.426,-1.106,-0.822,-1.057,high,0,
1622690,Driggs city,ID,2655,120,"Jackson, WY",15,1,,1,0.088,0.39,2.346,-1.474,medium,0,Amenity Destination
1684250,Victor city,ID,3024,120,"Jackson, WY",15,2,,3,-0.255,0.007,1.589,-2.32,high,0,Amenity Destination
2153418,Morehead city,KY,6924,203,"Mount Sterling, KY",14,1,,1,0.784,0.844,0.141,0.072,medium,0,Knowledge Center
2154084,Mount Sterling city,KY,7549,203,"Mount Sterling, KY",14,2,,5,0.412,-0.248,-0.723,-0.474,high,0,
2173164,Stanton city,KY,3211,203,"Mount Sterling, KY",14,3,,9,-1.048,-0.819,0.099,-1.909,high,0,
1302116,Americus city,GA,15910,105,"Americus, GA",12,1,,2,0.828,-0.227,0.065,0.086,high,1,
1352304,Montezuma city,GA,3002,105,"Americus, GA",12,2,,10,-2.139,-1.064,-0.883,0.491,high,0,
2282495,Winnsboro city,LA,4777,227,"Tallulah, LA",18,1,,10,0.201,-1.16,-0.101,-1.25,high,0,
2241400,Lake Providence town,LA,3424,227,"Tallulah, LA",18,2,,6,-0.348,-0.883,0.352,-0.237,high,0,Government Hub
2263680,Rayville town,LA,3297,227,"Tallulah, LA",18,3,,7,-0.36,-0.92,1.3,-2.234,high,0,
2177160,Tompkinsville city,KY,2672,202,"Glasgow, KY",11,1,,8,0.204,-1.016,0.231,-1.199,high,0,
2131114,Glasgow city,KY,15141,202,"Glasgow, KY",11,2,,1,-0.016,-0.291,0.078,-0.98,high,0,
2113492,Cave City city,KY,2545,202,"Glasgow, KY",11,3,,4,-0.606,-0.801,0.038,-1.935,high,0,
1923250,Eagle Grove city,IA,3588,169,"Iowa Falls, IA",16,1,,4,0.765,-0.545,0.198,0.738,high,1,
1905680,Belmond city,IA,2678,169,"Iowa Falls, IA",16,2,,1,0.21,-0.04,-0.417,0.807,high,0,
1913620,Clarion city,IA,2775,169,"Iowa Falls, IA",16,3,,7,0.048,-0.667,-0.681,0.153,high,0,
2939026,Kirksville city,MO,17493,286,"Kirksville, MO",12,1,,1,0.731,-0.017,-0.704,0.32,high,0,Knowledge Center; Regional Service Center
2171688,Somerset city,KY,12108,214,"Somerset, KY",11,1,,2,-0.384,-0.462,0.553,-1.479,high,0,
2153130,Monticello city,KY,5741,214,"Somerset, KY",11,2,,4,-0.522,-0.643,0.723,-1.012,high,0,
2670800,St. Helen CDP,MI,2841,250,"Houghton Lake, MI",17,1,,11,0.848,-0.947,1.619,-0.532,high,1,Amenity Destination
2639400,Houghton Lake CDP,MI,5761,250,"Houghton Lake, MI",17,2,,6,0.784,-0.533,0.963,-0.557,high,0,Amenity Destination
2631720,Gaylord city,MI,4307,250,"Houghton Lake, MI",17,3,,7,0.187,-0.741,-0.251,-1.639,high,0,
2663820,Petoskey city,MI,5851,247,"Petoskey, MI",19,1,,1,0.406,0.284,-0.411,-0.68,high,0,Amenity Destination
2609820,Boyne City city,MI,3829,247,"Petoskey, MI",19,2,,8,0.387,-0.454,-0.392,-1.382,high,0,Amenity Destination
2615000,Cheboygan city,MI,4801,247,"Petoskey, MI",19,3,,14,-0.387,-1.099,0.097,-1.78,high,0,
2039825,Liberal city,KS,19107,194,"Liberal, KS",11,1,,2,0.775,-0.731,1.671,0.249,high,1,
3108605,Chadron city,NE,5207,330,"Alliance, NE",15,1,,1,0.736,-0.28,-0.721,-0.134,high,1,Knowledge Center
3100905,Alliance city,NE,8089,330,"Alliance, NE",15,2,,6,0.378,-1.174,-0.33,-0.443,high,0,
5187072,Wise town,VA,2940,534,"Wise--Norton, VA",21,1,,3,0.201,-0.343,-0.442,-0.527,high,0,
5157688,Norton city,VA,3620,534,"Wise--Norton, VA",21,2,,7,-0.224,-0.521,0.892,-0.21,high,0,
5107480,Big Stone Gap town,VA,5193,534,"Wise--Norton, VA",21,3,,2,-0.504,-0.291,-0.495,0.324,medium,0,
2957422,Piedmont city,MO,2857,292,"Poplar Bluff, MO",13,1,,7,0.524,-0.921,0.156,-0.632,high,0,
2959096,Poplar Bluff city,MO,16243,292,"Poplar Bluff, MO",13,2,,6,-0.616,-0.892,-0.252,-0.885,high,0,
0851635,Monte Vista city,CO,4178,55,"Alamosa, CO",18,1,,6,0.338,-0.411,0.921,-1.157,high,0,
0801090,Alamosa city,CO,9847,55,"Alamosa, CO",18,2,,3,0.319,-0.053,0.231,-1.154,high,0,
2601740,Alpena city,MI,10178,240,"Alpena, MI",16,1,,10,-0.53,-1.161,-0.05,-1.152,high,0,
2624420,East Tawas city,MI,2686,240,"Alpena, MI",16,2,,4,-0.713,-0.807,0.689,-1.161,high,0,Amenity Destination
2669260,Rogers City city,MI,2873,240,"Alpena, MI",16,3,,11,-0.722,-1.242,0.369,-1.032,high,0,
2028300,Great Bend city,KS,14596,177,"Great Bend, KS",10,1,,5,-0.114,-0.944,0.136,0.156,high,0,
2032550,Hoisington city,KS,2660,177,"Great Bend, KS",10,2,,2,-0.551,-0.557,-0.761,1.149,high,0,
2038700,Larned city,KS,3328,177,"Great Bend, KS",10,3,,8,-1.754,-1.278,-0.644,0.019,high,0,
0886750,Yuma city,CO,3427,67,"Sterling, CO",11,1,,3,0.453,-0.742,2.025,-1.278,high,0,
0873935,Sterling city,CO,13273,67,"Sterling, CO",11,2,,2,-0.253,-0.696,0.394,-1.457,high,0,
4963570,Richfield city,UT,8173,518,"Richfield, UT",25,1,,15,0.569,-1.188,-0.403,-1.374,high,0,
4965880,Salina city,UT,2521,518,"Richfield, UT",25,2,,13,0.434,-1.121,0.099,-1.533,high,0,Government Hub
4951360,Monroe city,UT,2570,518,"Richfield, UT",25,3,,10,-0.764,-0.936,0.207,-1.817,high,0,
0547390,Mountain Home city,AR,13021,22,"Mountain Home, AR",13,1,,4,-0.573,-0.665,-0.303,-1.457,high,0,
4934530,Helper city,UT,2680,515,"Price, UT",15,1,,2,-0.042,-0.593,0.181,-0.914,high,0,
4962030,Price city,UT,8216,515,"Price, UT",15,2,,5,-0.188,-0.924,0.298,-2.012,high,0,
4108650,Brookings city,OR,6733,44,"Crescent City, CA",13,1,,2,-0.513,-0.523,1.344,-1.679,high,0,Government Hub
0617022,Crescent City city,CA,6180,44,"Crescent City, CA",13,2,,1,-0.911,-0.383,1.3,-2.102,medium,0,
2639360,Houghton city,MI,8341,245,"Houghton--Hancock, MI",16,1,,1,0.816,1.272,-0.196,0.032,medium,0,Knowledge Center
2636300,Hancock city,MI,4510,245,"Houghton--Hancock, MI",16,2,,2,0.795,-0.112,-0.704,-0.075,high,0,Knowledge Center
2955244,Osage Beach city,MO,4715,293,"Village of Four Seasons, MO",15,1,,4,0.756,0.079,2.527,-1.062,high,0,Amenity Destination
2910810,Camdenton city,MO,4017,293,"Village of Four Seasons, MO",15,2,,7,0.154,-0.577,0.452,-1.835,high,0,
2921484,Eldon city,MO,4486,293,"Village of Four Seasons, MO",15,3,,8,-0.908,-0.609,-0.516,-1.119,high,0,
2911566,Carrollton city,MO,3335,294,"Chillicothe, MO",12,1,,2,0.314,-0.359,-0.321,0.268,high,0,
2913690,Chillicothe city,MO,9129,294,"Chillicothe, MO",12,2,,4,-0.372,-0.649,-0.293,-0.538,high,0,
2908650,Brookfield city,MO,4128,294,"Chillicothe, MO",12,3,,11,-1.304,-1.316,-0.724,-0.24,high,0,
5116512,Chincoteague town,VA,3300,522,"Chincoteague, VA",32,1,,4,0.716,0.376,1.935,-0.538,high,1,Military Anchor; Amenity Destination
1919405,Decorah city,IA,7597,166,"Decorah, IA",15,1,,1,0.681,0.341,-0.673,-0.166,high,1,Knowledge Center
1956100,New Hampton city,IA,3462,166,"Decorah, IA",15,2,,14,-0.044,-1.1,-0.672,-0.545,high,0,
1917220,Cresco city,IA,3901,166,"Decorah, IA",15,3,,9,-0.213,-0.816,-0.777,-0.49,high,0,
4868624,Snyder city,TX,11310,483,"Snyder, TX",10,1,,3,0.6,-1.123,-0.276,-0.414,high,0,
4832696,Haskell city,TX,3038,483,"Snyder, TX",10,2,,2,-0.573,-1.089,0.429,0.565,high,0,
4866968,Seymour city,TX,2607,483,"Snyder, TX",10,3,,6,-2.625,-1.69,0.102,-1.404,medium,0,
3133705,Nebraska City city,NE,7287,287,"Nebraska City, NE",15,1,,3,0.831,0.016,-0.162,0.545,high,0,
3102655,Auburn city,NE,3468,287,"Nebraska City, NE",15,2,,14,-0.316,-0.87,-0.807,-0.203,high,0,
4082150,Woodward city,OK,11976,419,"Woodward, OK",13,1,,1,0.4,-1.186,-0.167,-0.029,high,0,
1733136,Harrisburg city,IL,8608,134,"Harrisburg, IL",12,1,,4,-0.384,-0.502,-0.431,0.772,high,0,
1723009,Eldorado city,IL,3762,134,"Harrisburg, IL",12,2,,1,-0.643,-0.344,-0.374,1.031,high,0,
5463292,Philippi city,WV,2919,545,"Elkins, WV",15,1,,4,-0.344,-0.336,0.386,-0.004,high,0,Knowledge Center
5424580,Elkins city,WV,6875,545,"Elkins, WV",15,2,,5,-0.393,-0.456,-0.424,-0.312,high,0,
2650720,Manistee city,MI,6275,256,"Ludington, MI",13,1,,5,0.055,-0.757,0.3,-0.934,high,0,
2649640,Ludington city,MI,7664,256,"Ludington, MI",13,2,,3,-0.519,-0.54,0.4,-1.627,high,0,
2015200,Concordia city,KS,5067,186,"Concordia, KS",16,1,,4,0.067,-0.667,-0.23,0.177,high,0,
2045050,Marysville city,KS,3423,186,"Concordia, KS",16,2,,12,-0.664,-1.297,-0.314,-0.399,high,0,
3576200,Taos town,NM,6468,356,"Taos, NM",12,1,,2,-1.69,-0.319,1.305,-2.221,medium,0,
1912720,Chariton city,IA,4235,167,"Osceola, IA",11,1,,5,0.202,-0.789,-0.674,-0.361,high,0,
1959835,Osceola city,IA,5495,167,"Osceola, IA",11,2,,3,-0.219,-0.661,-0.1,-0.197,high,0,
4642260,Milbank city,SD,3513,261,"Milbank city, SD",18,1,,5,-0.894,-0.682,-0.643,-0.65,high,0,
0531090,Heber Springs city,AR,7101,28,"Heber Springs, AR",12,1,,4,-0.178,-0.813,-0.349,-1.362,high,0,
0514260,Clinton city,AR,2506,28,"Heber Springs, AR",12,2,,9,-1.533,-1.248,0.066,-1.481,high,0,
3018775,Cut Bank city,MT,3040,314,"Shelby city, MT",13,1,,6,-0.208,-1.321,-0.379,-0.939,high,0,
5503225,Ashland city,WI,7884,551,"Ashland, WI",12,1,,3,-0.163,-0.754,-0.003,-0.963,high,0,
3067450,Shelby city,MT,3129,314,"Shelby city, MT",13,2,,5,-0.73,-1.188,0.663,-0.971,high,0,
3017275,Conrad city,MT,2553,314,"Shelby city, MT",13,3,,8,-1.683,-1.677,-0.423,-2.18,high,0,
2135362,Hazard city,KY,5105,209,"Hazard, KY",14,1,,4,-0.067,0.267,-0.532,1.843,high,0,
2031675,Hiawatha city,KS,3223,179,"Falls City, NE",12,1,,7,-0.302,-0.698,-0.29,0.517,high,0,
2973816,Trenton city,MO,5542,296,"Trenton, MO",13,1,,4,-1.01,-1.016,-0.165,0.053,high,0,
2905068,Bethany city,MO,3164,296,"Trenton, MO",13,2,,2,-1.469,-0.817,0.174,-0.278,high,0,
3831820,Grafton city,ND,4128,270,"Grafton city, ND",15,1,,1,0.179,-0.76,-0.57,-0.071,high,0,
4906370,Blanding city,UT,3303,519,"Moab, UT",11,1,,2,0.475,-0.956,-0.114,-1.523,high,0,
4950700,Moab city,UT,5316,519,"Moab, UT",11,2,,4,-0.751,-1.118,1.007,-3.111,high,0,
2641060,Ironwood city,MI,5004,253,"Ironwood, MI--WI",12,1,,3,-0.689,-1.036,0.012,-0.391,high,0,
3129925,McCook city,NE,7360,334,"McCook, NE",11,1,,2,-0.783,-1.299,-0.529,-1.108,high,0,
3149950,Valentine city,NE,2632,335,"Valentine city, NE",12,1,,10,-0.424,-1.429,0.197,-1.829,high,0,
2005775,Beloit city,KS,3141,195,"Beloit city, KS",10,1,,2,-0.237,-0.794,-0.385,-0.282,high,0,
3081475,Wolf Point city,MT,2604,316,"Glasgow city, MT",12,1,,7,0.097,-1.883,0.368,-1.247,high,0,
3031075,Glasgow city,MT,3194,316,"Glasgow city, MT",12,2,,6,-0.714,-1.66,-0.298,-0.379,high,0,
4611220,Chamberlain city,SD,2621,456,"Chamberlain city, SD",11,1,,2,-1.065,-1.3,-0.595,-0.843,high,0,
